sample_index,sample_id,label,class_name,source_cube,cube_suffix,seed_id,relative_mat_path,relative_csv_path,mat_sha256,csv_sha256
37,0-1/38,0,HBS,0-1,1,38,0-1/38.mat,0-1/38.csv,6e8d4301d57e15ed66306231512a160ea25805f3f0434339dfe228d30d3f6b6a,2578646a6336547ac3d1388139e88e70c891c9bed3f32db70fe4dbab34b7d363
38,0-1/39,0,HBS,0-1,1,39,0-1/39.mat,0-1/39.csv,ccbf3bbcb0eb5ce7feda65b8074387cb81c468e01946d68abc12abe205f810a0,eedc80052379a15c79e33719472ba454953a7e943e63f716997e4fdc2710e4d2
39,0-1/40,0,HBS,0-1,1,40,0-1/40.mat,0-1/40.csv,0f530304417be8f0cf752cfc8eb9caeba171dfef771062b3dcbdca3ba584a693,3717a9e5185e518038cb59f4bacb0dfb29ac734cdff8b2be38dd75e722f11bb5
40,0-1/41,0,HBS,0-1,1,41,0-1/41.mat,0-1/41.csv,dd7afd0a7ffe62136b31e14b2c069ee829450c2012ed47f6aee22106c09549e1,dbf3656179b3b5089a3835f2ba561f25834e5bd2904e50302669ad26c455af68
41,0-1/42,0,HBS,0-1,1,42,0-1/42.mat,0-1/42.csv,b95a724cbbb9697d01248c8519d8c62f3589160692962ee27d94e6eabc3a297d,2c8ce269e61d0601439dc8416cc05acfb957dda37f41985845faabf05e07aeae
42,0-1/43,0,HBS,0-1,1,43,0-1/43.mat,0-1/43.csv,515278f9e5b789da79fd65f284f49e709729e9301eb7d1ac02b56edd7017ef70,790fbda8000f01fa3631e9ea5c48c98d5c1a5cf7edf7af68d1c68def6a96828a
43,0-1/44,0,HBS,0-1,1,44,0-1/44.mat,0-1/44.csv,a8525cd5b4780b59c9b30637ccf5d3091fc8796fe16c004ec9ca5909a34b04da,f9954b47a57207f0d316b49fd1d2c4188ffd0c0c1f33792434341813797beb49
44,0-1/45,0,HBS,0-1,1,45,0-1/45.mat,0-1/45.csv,f0e9a118be9d380f5c8a55fb15839078c6babf8867a5136de49fc1c9c31915e3,c6e8ae724f7a58996b695a49c40aed336a701f1da16479a72584732bb2a69b5c
45,0-1/46,0,HBS,0-1,1,46,0-1/46.mat,0-1/46.csv,b5d8526624a9469bf1e92e23165b0dca8c91b74ff380d0c176e4be3ec65d9f73,32dfb0bac7e1fc6fd742bb22f243ed4c1e70a24e904ba09c3baccbdd255dc323
46,0-1/47,0,HBS,0-1,1,47,0-1/47.mat,0-1/47.csv,97b11422c41f70416b0acd8c2d50deaf4284da86b8f02c40d3e0bde00daac93f,12f8cb8b29a554e49e9af91a642fcfb0174833e9b7baabdb505cf97903e4c8c3
47,0-1/48,0,HBS,0-1,1,48,0-1/48.mat,0-1/48.csv,268370969cb125de29b9ee2cdd360748afe19a5667ed7f8dd73072b7216c8208,1d5bf113f326d4a21bde25d66eaa3068f8fb87a0738746e04adfafa5a4a16aa8
48,0-1/49,0,HBS,0-1,1,49,0-1/49.mat,0-1/49.csv,8fe1c962abe7f0ecc51529d16cbb0e963f00f7e22eee022391fd0a6918ac5436,39bb4b2422ff3db842ccce786d193ebf65318ef7f595f6cda2216eaa5215cb1a
49,0-1/50,0,HBS,0-1,1,50,0-1/50.mat,0-1/50.csv,1d052412e5b037230acbdd04b9807380672101a5366cf0c29d37c88b13dafae6,d8c99bd3856192c4444d130f6f1112366ef72af6ecfa357ca8166d2a7821778d
50,0-1/51,0,HBS,0-1,1,51,0-1/51.mat,0-1/51.csv,c275cf8972a38db0a291280ce00492c40d16bc683bcb4da6966aa393469ec434,2c72aa247806ce81e87fd29676bd4ddb0fe1e98e2faa6e1b54cb8c508a3282a9
51,0-1/52,0,HBS,0-1,1,52,0-1/52.mat,0-1/52.csv,e156c352cad73f6e2cbfaa646e1dc8d8ac1d31fa4dccab4826f722cc14518e9c,f148b7f97c36916271b31d250480e767a0db03592ed8f4e82e0922cd5c197e0f
52,0-1/53,0,HBS,0-1,1,53,0-1/53.mat,0-1/53.csv,60d98b5f17e7e066d1aaca6171cacef47b263b5845143188caf1636da7214c6a,5bfe2a694f3ee9c12523053b10327a76eac53642fb71cbfe7debe363aa2f647f
53,0-1/54,0,HBS,0-1,1,54,0-1/54.mat,0-1/54.csv,da79135c8ee9932db258378d01785ceaddc383068bca049f58639d5a14b21bfb,364a8645884f4e82068c69111383d8869403ae11ff8af4f885172ec64df03f8d
54,0-1/55,0,HBS,0-1,1,55,0-1/55.mat,0-1/55.csv,d8f8e9005e602b3958f61d453c46d6af3070c8510af16f306d14652f5c6ebeb4,f209225cbf07784e231d7b6bd2ca73323fa2a07c61cdd2244ae11ad4e4b5e17e
55,0-1/56,0,HBS,0-1,1,56,0-1/56.mat,0-1/56.csv,0dc6058d7deca019593635b6ab9b5c278008dfe0cf082ce70b9853cad0cdbe49,da2e83b6177f76bd90a4bfe950763bcc13c3ff227d4cd0fb48c9b6047b2a0d00
56,0-1/57,0,HBS,0-1,1,57,0-1/57.mat,0-1/57.csv,4240b41e0f7b545b67a49201a4883af26d11e9675edf71ef09c45f1f3499b085,3822c3a78d169a1b22db1266a40315579344a460f2bd7674425d7e6ec6663793
57,0-1/58,0,HBS,0-1,1,58,0-1/58.mat,0-1/58.csv,9e2e23d74f40f689ac11638f6d772d89198c5528539ecaf176db2212f247c197,1a176c3906a17ec6f8f6c1599cfbd182a14590b2a02e7795acc7a7f0139b9e25
58,0-1/59,0,HBS,0-1,1,59,0-1/59.mat,0-1/59.csv,b105a284b0026fd5939d3481c9523f1301da644db10b18f6089e2a368d190b94,d42aa0263341e47a3d0d6e26cca9e77101148bf0e941f8cec12035f03df2f7e2
59,0-1/60,0,HBS,0-1,1,60,0-1/60.mat,0-1/60.csv,0276208c2e64abfc5fe072716b43ca016a06b47943e27b9b34e4681fce688b2b,bb4b9b006c16f69478ce1fab1ae76d617057f36f69c6baeabeee70431e784376
60,0-1/61,0,HBS,0-1,1,61,0-1/61.mat,0-1/61.csv,a5b0e1401f937cfa51d5ec51769ba9321012979c56340ad5dfdf942f69d60813,790d176b6a396d01d08faed3e896b7a4204e196fdcabb7b9f20b52a513294b56
61,0-1/62,0,HBS,0-1,1,62,0-1/62.mat,0-1/62.csv,eef1e308acdbf7ba48da7b8e1bb5ae2952ef0949a0a0f3378a6332f1c7fcb167,a7b8eafa035b20fee77ab8627d3f05bda90002bd2d62e129568bb2f433512a5c
62,0-1/63,0,HBS,0-1,1,63,0-1/63.mat,0-1/63.csv,5a5791b401317fdb721ad185afe2212bdac24be2dddbf6d3adec4142f2da9793,f1862c5d80e80f1c6aca2136ed625b8c8bbdd55adae27d6a74027839e13e451f
63,0-1/64,0,HBS,0-1,1,64,0-1/64.mat,0-1/64.csv,22c61dca36b3ab7150ea5a23a0412115b55b38bc3cec5e6f8f8145ea3df55f7a,1d7173faddf5f78369b0deecf5b4fd24c7e6f0d8da6d2b784f24c267acf1981d
64,0-1/65,0,HBS,0-1,1,65,0-1/65.mat,0-1/65.csv,0a4130601d09c0a4d41184183110af84cd84a2854fec60c26959bdc1e0555cc8,27eb5387222e15a5f91a0dd35a021e0e26e29020cfe77cb6471828161714c7aa
65,0-1/66,0,HBS,0-1,1,66,0-1/66.mat,0-1/66.csv,5c6ff7fc410a0d139eb989fcb2e84fcdc09328e62a0b884cc753ccb05ba220af,6668ea692870d8a3f5ee9947b38f7c19317e367cd21afe870fb4ffd8e88f5f16
66,0-1/67,0,HBS,0-1,1,67,0-1/67.mat,0-1/67.csv,1c37b4fe4bc288d19e0485244f069af28892b87c9d484348f090680a3b7bb323,34a65fb6aa0d3ac501f6f36a79faeca6ec41c1eb25e36cebfa605a4e9632bd83
67,0-1/68,0,HBS,0-1,1,68,0-1/68.mat,0-1/68.csv,7b38ef76ad78c356a199d71c235e346f31730769c176439274936f39d88f9ae3,c4cce8a49d769070769abeeba838e2f0d7b3e8fa0ad3bc8459e88843de61f3d3
68,0-1/69,0,HBS,0-1,1,69,0-1/69.mat,0-1/69.csv,b75d88da461e4c6e7de54aa4aca019e6f11a8ed2f0e519d0d3b81aeba57691ea,e3712ce9e5affd5e54ce91fa1430caf2b20cd677f1a53696940e7cae9eff5ce2
69,0-1/70,0,HBS,0-1,1,70,0-1/70.mat,0-1/70.csv,94b10e76ec4534c93019dae1a39f0bbd7af0ac1bcc367b873736d842b9c9d18e,df5dd99567a3e17dd31fbbe82e30217a393f6b72f08693257968bd84674fd42d
70,0-1/71,0,HBS,0-1,1,71,0-1/71.mat,0-1/71.csv,c54f4036802db840a9455e048714996ac302a6a6796c2ee0a1f9e8b26c50dff9,c6de5951c3d360ef82780baac844bedc44ff660dbc5ea60efb883e1eb935d80a
71,0-1/72,0,HBS,0-1,1,72,0-1/72.mat,0-1/72.csv,386dcaf468289b7a683fdc5e79bc990c8bf709303a8c8bf0aded8f2d2903d958,4b6b13fde2141399015c05315baff175eb966b368df4dd5b2c21550c3b208bbb
72,0-1/73,0,HBS,0-1,1,73,0-1/73.mat,0-1/73.csv,395b8f0255febce3fab616cfaf7329a56ef5d054775a9c692527e452414f5eea,7ed634b31998df3343ddcf6039bbce4a08ef4b3fe2163df23e4f08259c5e45e7
73,0-1/74,0,HBS,0-1,1,74,0-1/74.mat,0-1/74.csv,4a7b091a32fe837a96f9f165a6cb8b7b5c0568baa20b9f90c3306d759bfd2fa2,d0fa26d612c3394270126075f3eb57db12edb771f42b1b05ba4ef579536fc2d8
74,0-1/75,0,HBS,0-1,1,75,0-1/75.mat,0-1/75.csv,2f2025c3517f3c95779f37f7e7b881803cfeb81f2f9c15ef5fc336d38f77d35e,0e1157aee6f3731ffa81589e901351dbc2dc0d961e0a1c76f860a6d8bac6c8bf
75,0-1/76,0,HBS,0-1,1,76,0-1/76.mat,0-1/76.csv,16012060bceb566554a34714a058a787375a5194b4b5871c1bef9ca84e3ab59d,6493a57d7b8da80d3ab64c64d094218f3b241f03afde70d3705c435203f24138
76,0-1/77,0,HBS,0-1,1,77,0-1/77.mat,0-1/77.csv,761073273b02291ac6511a2b92ac7c5c1763374c9c069b24733189b596c2f499,a81bb496e316ad3a0abb696077f669b390e6618797f92835783fbdc75c0a81af
77,0-1/78,0,HBS,0-1,1,78,0-1/78.mat,0-1/78.csv,fb4d8f655392460c65859f9b67734a292d59a92cac29a64ec6318f805cbcb0ad,9555b7c6524539953666946555d69fd83b831121051399e37323738ae048443d
78,0-1/79,0,HBS,0-1,1,79,0-1/79.mat,0-1/79.csv,b5051a5b7491be48d625103142a520270837e4b6804fcdfbab9633e8ecd87a73,7e5b4e02714053895d1c334d0669c0505fcf3ba8e9290729907dbc187fdbe94b
79,0-1/80,0,HBS,0-1,1,80,0-1/80.mat,0-1/80.csv,e2d6ed7d9ffba4908393f7d48e31a3561496e7597b2a88631abcedc86988fb2f,84143be5e40f9b665a4eed774299fe23823a2eb8e41fea705dc222003d7a62fd
80,0-2/1,0,HBS,0-2,2,1,0-2/1.mat,0-2/1.csv,20f61a14341224b902c36ba27fd4b0c5e25493f6f43ef296131261151ad910e7,3e85b1d929ee426a0ec0be76c650b58854d928d998d6d0270f449f36fb7795c5
81,0-2/2,0,HBS,0-2,2,2,0-2/2.mat,0-2/2.csv,b9e36a77d2e3d33d2b95d3cc910f608f68a6f5edf6e2b30c0b3444e184b7acd6,e8c44d7f13d9eb2c794c536300a52de58d1ae892ea81c4c9c82217d77ebde55d
82,0-2/3,0,HBS,0-2,2,3,0-2/3.mat,0-2/3.csv,7a83b920d8f774dce4eaaec48e88564295666c1c6b4dbf6ef695de6c1f9929b5,1bc1cac4516e169df401420bacd307c799453dd0dedf3d3ff0e73e8464f1c9d6
83,0-2/4,0,HBS,0-2,2,4,0-2/4.mat,0-2/4.csv,6e4ae7c3a44ccf884f7549584b0c116414be8157e2667d62de6ea878e43f6ce6,f28122b52a2d77d6394a33afa6bf8426b7e2b0725b8bab9d9f89aadff83f8353
84,0-2/5,0,HBS,0-2,2,5,0-2/5.mat,0-2/5.csv,7bfd9dd6f28e060d21075db23cfb58679459b4aceabea3c94aab051fcfd08f91,f9d7e796e4e4ffb8aa0dac74a19b30766ebae936b012e53026255985b7579866
85,0-2/6,0,HBS,0-2,2,6,0-2/6.mat,0-2/6.csv,cbd2f83d8f57f9cb3a82bdf0aa5cdf88319d90da62a8d163f5ff9edf29110c3e,14a1e4a5775f5994fbc6ff7175910eac5b50508b44e90a9ea86dad6a7a02696c
86,0-2/7,0,HBS,0-2,2,7,0-2/7.mat,0-2/7.csv,40dfdabedf6955f0df923e67c4eef7647ba89d04ccb35573ba2ed22d263e010d,87cd226aa53a76ecea582211496b1e379620c9d9e1c350774d504a8066a39ce0
87,0-2/8,0,HBS,0-2,2,8,0-2/8.mat,0-2/8.csv,81ef0c21388f4c2b31e078807efcda6a52b7eb7e2ebded3cbc889bf9fd6e517f,913d10f2d8706356e860e1f01c7ea414abe42f7b8dde0bb207dc62df2874fdd6
88,0-2/9,0,HBS,0-2,2,9,0-2/9.mat,0-2/9.csv,0fcd35e76d8fa02a45661ac6443952d270c3d929ead9f95f0a4f2cbca98976d6,bafc5dfb315fa1cd9cef80a33a0944711402f8902d0ff2e352e4a056ee46e371
89,0-2/10,0,HBS,0-2,2,10,0-2/10.mat,0-2/10.csv,24a3fe86e2aec269230359b1782f1c3f9649eb2497906b936593d3a14a028d7b,db8cd9deeefa678c635cd9a9ca953f002e7d3488febc0e9a00639075344dc3b4
90,0-2/11,0,HBS,0-2,2,11,0-2/11.mat,0-2/11.csv,14a09c9908e0e0b3368819829c57a6e13b9e283ac6efd50789d37b38fd9c96d6,7a9c7ae1804cea9ba3644d2b44cb4befeb2e1e3d1979598f5f6859379cfe876e
91,0-2/12,0,HBS,0-2,2,12,0-2/12.mat,0-2/12.csv,a3f60fc89d3a7d4be261ce08479345c4c67a851de8f1f89f582b77a8be6bcf45,203961b59ce0abf0b499f9f5401d274328939f2cae2d9d9496a06d97dff568bf
92,0-2/13,0,HBS,0-2,2,13,0-2/13.mat,0-2/13.csv,8a8e3a9b3f8f0588b0fcaf1910c7f6705be009fde10482e5bec13ca5da2cd8c0,9a7f183689ae63b5d408ea2575456448abc915662f029e05a095ca99b9bf4ff4
93,0-2/14,0,HBS,0-2,2,14,0-2/14.mat,0-2/14.csv,01075cc1302203c9e3b328731176abf068e7832ab7718b6d29d90cba693c1306,ea495d6ba61d41776f6778b1dbccba5f859189df72165628e18ce0dad1e60d6e
94,0-2/15,0,HBS,0-2,2,15,0-2/15.mat,0-2/15.csv,09f52439fc5cd77812bc84f619171dfafda9ed35d7d56958ad43ce90443df053,0fd2179b70a21e6796d225d489cb4b889a00a6738872b0070acb5d00a3a236cf
95,0-2/16,0,HBS,0-2,2,16,0-2/16.mat,0-2/16.csv,5276dc8485755ae2637aa7fb558242b0e9adde1a2347e36075dee1ea12454a32,8c9fca13d79d3609759bb8636033d9b6966ff349189738717654dc661b9b0d9e
96,0-2/17,0,HBS,0-2,2,17,0-2/17.mat,0-2/17.csv,dc3c9a872eb317b12058fb7b4a7aacb69916e6b09613a76a971fc9a991c458b2,6b5bc3c6160ca8d7c2257b613f2b8c47c4b3fc9a41ecda1dc4109d08356e89af
97,0-2/18,0,HBS,0-2,2,18,0-2/18.mat,0-2/18.csv,60f017bf6efdb5a31126871bda22693e76a02b3a41bcfe7e8e69a42d7636d23d,743fe369d8ad51a29f9040aa1eed98df06fadce0e1227265c5348d7f8f1d7db7
98,0-2/19,0,HBS,0-2,2,19,0-2/19.mat,0-2/19.csv,757474afa0cbed88aa17d5ba88057ab85d176f154b91d8711f5c282d4f552b2f,78d1a3c8672e16b299c2776cc180882cfb32a25f873887987e25cb0a8a4d5882
99,0-2/20,0,HBS,0-2,2,20,0-2/20.mat,0-2/20.csv,be139026da4972d5e2ed0035ef2bed1d765249fe774d68caddb98be4edeef75b,82d81ac819411a11fdc184260b218ac0f3cab3e58437142073fffc59d00871b4
100,0-2/21,0,HBS,0-2,2,21,0-2/21.mat,0-2/21.csv,d61047e9b071c93e0845756543a72eafc9278060835b7f1bf5790d48c8bb2672,3a9757e78fd7aeeb36843a993690d2e7de227792af4cef561978bd69be36052c
101,0-2/22,0,HBS,0-2,2,22,0-2/22.mat,0-2/22.csv,aecb1e89ee3eed85e4bb0d0212e4fb30f7fd606ef7ae4890a0f02d7fa378bf6b,f9786824c6ab07a36e32adb1e07e234acd7a406a6ae5021fab313cc613256b61
102,0-2/23,0,HBS,0-2,2,23,0-2/23.mat,0-2/23.csv,882a64734ffb529274b9f44a62cec1b3757a481af246aa7b865263630b7ee150,b154411626c6e96f8a49d5f65cf122f9b48f9055e4b069401ca22e029d923e07
103,0-2/24,0,HBS,0-2,2,24,0-2/24.mat,0-2/24.csv,664f0e8e6784aa5ce37cf9f25ff2ef37caf4e5a915a311d9dba4e85f8f510785,147881b0aaf03d5995c7004bf39d72d3dd7de72f6c0a2cfc8820a833549341bd
104,0-2/25,0,HBS,0-2,2,25,0-2/25.mat,0-2/25.csv,81c9ce6007536c0e1cdb069c3e92084a653b37a38c4e99c6357995fc13c7dad7,80f2f3e5ee1da7071f2ed08aff17a9f9270c845efed3a77552584fda013668c6
105,0-2/26,0,HBS,0-2,2,26,0-2/26.mat,0-2/26.csv,dad9564d29b6591aea00a844888c4bc65c43b4fef93099f978eaf91ea8d75a8f,1fd0a51b2db10dbb25e2370ea8b5f8769d9321bb0dfa5cd4d2af0e998a5a54d8
106,0-2/27,0,HBS,0-2,2,27,0-2/27.mat,0-2/27.csv,61a75476705d928101ec7b7e3cec5090b78f4bbdc892813e30e13391ef021a97,0437729156a8e542d23810381e5390b2d92bf44af5b6593ca82a8cf20b90a762
107,0-2/28,0,HBS,0-2,2,28,0-2/28.mat,0-2/28.csv,1175492e60fa52e35c20c58941c3217e5209d5eed314acf9da0967b8de48bca1,69f1eb7e6268eb40720400e4e249e06e413df1f66b6ebf0ac006dbac4a12e0a8
108,0-2/29,0,HBS,0-2,2,29,0-2/29.mat,0-2/29.csv,7236ce33de038bee7766090998119c072e4a9f66ea13d323569c0090f87cdd60,fc2e2814400884bec983ae3620ba4d7e64d5f105df2e62496ad5c908b9c82da8
109,0-2/30,0,HBS,0-2,2,30,0-2/30.mat,0-2/30.csv,d06e232f22894e5800393712b6b7a3144ceec76ddaf58aef9f73b3f7b029c8fd,bc6c4f548d4e5c62e91a4006c16b9788b42e673a6cbf2e07bfd513dc75c56634
