run_id,direction,model,seed,sample_id,source_cube,true_label,condition,full_predicted_label,counterfactual_predicted_label,prediction_changed,full_true_class_probability,counterfactual_true_class_probability,true_class_probability_delta
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/14,0-2,0,mean_broadcast,4,6,1,0.07086523962533386,0.07606979047495434,0.005204550849620473
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/14,0-2,0,spatial_shuffle,4,6,1,0.07086523962533386,0.07791797973499653,0.00705274010966267
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/15,0-2,0,mask_only,3,2,1,0.13274934509864073,0.04219259340168924,-0.09055675169695149
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/15,0-2,0,mean_broadcast,3,3,0,0.13274934509864073,0.2547606121144408,0.12201126701580006
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/15,0-2,0,spatial_shuffle,3,0,1,0.13274934509864073,0.2904315920444206,0.15768224694577987
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/16,0-2,0,mask_only,3,5,1,0.12302246033915476,0.051962513028615355,-0.07105994731053941
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/16,0-2,0,mean_broadcast,3,3,0,0.12302246033915476,0.22558530741376,0.10256284707460525
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/16,0-2,0,spatial_shuffle,3,3,0,0.12302246033915476,0.19575079450549748,0.07272833416634272
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/17,0-2,0,mask_only,0,7,1,0.4139509275901667,0.11421607296004847,-0.29973485463011823
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/17,0-2,0,mean_broadcast,0,0,0,0.4139509275901667,0.4013199840076362,-0.01263094358253053
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/17,0-2,0,spatial_shuffle,0,0,0,0.4139509275901667,0.40146977870222167,-0.012481148887945048
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/18,0-2,0,mask_only,0,7,1,0.4048213182334579,0.13602903357162266,-0.26879228466183525
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/18,0-2,0,mean_broadcast,0,0,0,0.4048213182334579,0.4299242618545657,0.02510294362110782
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/18,0-2,0,spatial_shuffle,0,0,0,0.4048213182334579,0.4259249756851567,0.021103657451698787
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/19,0-2,0,mask_only,0,5,1,0.2737330967568833,0.09560237944684112,-0.17813071731004215
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/19,0-2,0,mean_broadcast,0,0,0,0.2737330967568833,0.3825777165399566,0.1088446197830733
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/19,0-2,0,spatial_shuffle,0,0,0,0.2737330967568833,0.3511233396083213,0.07739024285143803
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/2,0-2,0,mask_only,0,7,1,0.4268765442613733,0.12073888667986656,-0.30613765758150674
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/2,0-2,0,mean_broadcast,0,0,0,0.4268765442613733,0.42057977921681394,-0.006296765044559338
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/2,0-2,0,spatial_shuffle,0,0,0,0.4268765442613733,0.4191318205826793,-0.007744723678693999
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/20,0-2,0,mask_only,0,5,1,0.2845108805499068,0.10683411477206302,-0.1776767657778438
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/20,0-2,0,mean_broadcast,0,0,0,0.2845108805499068,0.3485476346501568,0.06403675410025
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/20,0-2,0,spatial_shuffle,0,0,0,0.2845108805499068,0.34750250996558707,0.06299162941568026
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/21,0-2,0,mask_only,0,7,1,0.43304974606380453,0.13146258755043896,-0.3015871585133656
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/21,0-2,0,mean_broadcast,0,0,0,0.43304974606380453,0.4424389832079634,0.009389237144158846
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/21,0-2,0,spatial_shuffle,0,0,0,0.43304974606380453,0.44684082883728965,0.01379108277348512
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/22,0-2,0,mask_only,0,1,1,0.39069937337633515,0.1398032142075449,-0.25089615916879027
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/22,0-2,0,mean_broadcast,0,0,0,0.39069937337633515,0.445693132036135,0.05499375865979983
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/22,0-2,0,spatial_shuffle,0,0,0,0.39069937337633515,0.4299828457381989,0.03928347236186375
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/23,0-2,0,mask_only,0,7,1,0.4276171901300722,0.09468591632305846,-0.33293127380701376
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/23,0-2,0,mean_broadcast,0,0,0,0.4276171901300722,0.41040467932586466,-0.017212510804207548
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/23,0-2,0,spatial_shuffle,0,0,0,0.4276171901300722,0.41662996822018533,-0.01098722190988688
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/24,0-2,0,mask_only,0,7,1,0.4409130557153615,0.1278490077550946,-0.3130640479602669
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/24,0-2,0,mean_broadcast,0,0,0,0.4409130557153615,0.44109839808372037,0.00018534236835887619
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/24,0-2,0,spatial_shuffle,0,0,0,0.4409130557153615,0.44246004657877824,0.0015469908634167528
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/25,0-2,0,mask_only,3,5,1,0.19494065817677061,0.0824904217015452,-0.11245023647522541
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/25,0-2,0,mean_broadcast,3,0,1,0.19494065817677061,0.20944406026560422,0.014503402088833606
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/25,0-2,0,spatial_shuffle,3,0,1,0.19494065817677061,0.1984146149179508,0.003473956741180173
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/26,0-2,0,mask_only,0,5,1,0.31804745467120504,0.13134096598252765,-0.1867064886886774
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/26,0-2,0,mean_broadcast,0,0,0,0.31804745467120504,0.3637656648401058,0.045718210168900764
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/26,0-2,0,spatial_shuffle,0,0,0,0.31804745467120504,0.36711973641157175,0.04907228174036671
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/27,0-2,0,mask_only,0,5,1,0.38064557208341493,0.13574569428322844,-0.2448998778001865
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/27,0-2,0,mean_broadcast,0,0,0,0.38064557208341493,0.43651562446925024,0.05587005238583531
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/27,0-2,0,spatial_shuffle,0,0,0,0.38064557208341493,0.43268334642522693,0.052037774341812004
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/28,0-2,0,mask_only,3,1,1,0.22320923688689462,0.11537591524313649,-0.10783332164375813
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/28,0-2,0,mean_broadcast,3,0,1,0.22320923688689462,0.3645668501552725,0.1413576132683779
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/28,0-2,0,spatial_shuffle,3,0,1,0.22320923688689462,0.30340492582303163,0.08019568893613702
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/29,0-2,0,mask_only,0,5,1,0.1836108005277264,0.1098071035633116,-0.07380369696441481
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/29,0-2,0,mean_broadcast,0,0,0,0.1836108005277264,0.22037903991801433,0.03676823939028792
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/29,0-2,0,spatial_shuffle,0,0,0,0.1836108005277264,0.21529454069726675,0.03168374016954034
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/3,0-2,0,mask_only,0,5,1,0.39807391637508505,0.132753314149426,-0.265320602225659
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/3,0-2,0,mean_broadcast,0,0,0,0.39807391637508505,0.43956687050198856,0.041492954126903514
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/3,0-2,0,spatial_shuffle,0,0,0,0.39807391637508505,0.4318038082497184,0.03372989187463338
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/30,0-2,0,mask_only,0,6,1,0.2920911143770833,0.07674701924401982,-0.21534409513306346
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/30,0-2,0,mean_broadcast,0,0,0,0.2920911143770833,0.3214747562080518,0.029383641830968532
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/30,0-2,0,spatial_shuffle,0,0,0,0.2920911143770833,0.3429214663424342,0.050830351965350906
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/31,0-2,0,mask_only,3,2,1,0.02468138408352039,0.025240395667357782,0.0005590115838373932
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/31,0-2,0,mean_broadcast,3,3,0,0.02468138408352039,0.031990641254022796,0.007309257170502407
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/31,0-2,0,spatial_shuffle,3,3,0,0.02468138408352039,0.034069323960167854,0.009387939876647464
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/32,0-2,0,mask_only,0,5,1,0.27926375526317554,0.06465626727372793,-0.21460748798944762
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/32,0-2,0,mean_broadcast,0,0,0,0.27926375526317554,0.34263271293751685,0.06336895767434131
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/32,0-2,0,spatial_shuffle,0,0,0,0.27926375526317554,0.3492539343202405,0.06999017905706495
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/33,0-2,0,mask_only,0,7,1,0.4169162480711759,0.07735903402895501,-0.3395572140422209
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/33,0-2,0,mean_broadcast,0,0,0,0.4169162480711759,0.3920839520494688,-0.024832296021707112
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/33,0-2,0,spatial_shuffle,0,0,0,0.4169162480711759,0.39449042309484955,-0.022425824976326336
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/34,0-2,0,mask_only,3,2,1,0.03877755984106094,0.016956253049790485,-0.021821306791270454
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/34,0-2,0,mean_broadcast,3,3,0,0.03877755984106094,0.06843822083054137,0.029660660989480427
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/34,0-2,0,spatial_shuffle,3,3,0,0.03877755984106094,0.08109526856951223,0.04231770872845129
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/35,0-2,0,mask_only,3,5,1,0.19175083521226008,0.04988797399198009,-0.14186286122028
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/35,0-2,0,mean_broadcast,3,0,1,0.19175083521226008,0.28005214689458385,0.08830131168232377
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/35,0-2,0,spatial_shuffle,3,0,1,0.19175083521226008,0.27446918128804015,0.08271834607578007
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/36,0-2,0,mask_only,5,7,1,0.15355885333654087,0.13001109202419908,-0.02354776131234179
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/36,0-2,0,mean_broadcast,5,5,0,0.15355885333654087,0.14605984473339698,-0.007499008603143897
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/36,0-2,0,spatial_shuffle,5,5,0,0.15355885333654087,0.14628571609815275,-0.007273137238388128
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/37,0-2,0,mask_only,0,6,1,0.27674805524789475,0.04493459596694644,-0.23181345928094832
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/37,0-2,0,mean_broadcast,0,6,1,0.27674805524789475,0.1926108949959726,-0.08413716025192217
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/37,0-2,0,spatial_shuffle,0,6,1,0.27674805524789475,0.16635127629220328,-0.11039677895569147
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/38,0-2,0,mask_only,0,7,1,0.3280921632959026,0.1350322935193943,-0.19305986977650827
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/38,0-2,0,mean_broadcast,0,0,0,0.3280921632959026,0.3312325706121457,0.0031404073162431545
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/38,0-2,0,spatial_shuffle,0,0,0,0.3280921632959026,0.3342350896393406,0.006142926343438049
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/39,0-2,0,mask_only,0,5,1,0.3181965173834982,0.08747323301822922,-0.23072328436526895
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/39,0-2,0,mean_broadcast,0,0,0,0.3181965173834982,0.3632018949995938,0.04500537761609563
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/39,0-2,0,spatial_shuffle,0,0,0,0.3181965173834982,0.3811210997048977,0.06292458232139952
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/4,0-2,0,mask_only,0,7,1,0.4397067050484919,0.1152531413057042,-0.3244535637427877
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/4,0-2,0,mean_broadcast,0,0,0,0.4397067050484919,0.4338568894062574,-0.005849815642234524
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/4,0-2,0,spatial_shuffle,0,0,0,0.4397067050484919,0.43344037463138463,-0.00626633041710728
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/40,0-2,0,mask_only,0,7,1,0.3921405072936682,0.13511968487063314,-0.25702082242303503
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/40,0-2,0,mean_broadcast,0,0,0,0.3921405072936682,0.4138832960794984,0.021742788785830247
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/40,0-2,0,spatial_shuffle,0,0,0,0.3921405072936682,0.415179061760832,0.023038554467163852
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/41,0-2,0,mask_only,0,1,1,0.3065209420120245,0.13151424599318964,-0.17500669601883487
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/41,0-2,0,mean_broadcast,0,0,0,0.3065209420120245,0.4224390110398299,0.11591806902780538
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/41,0-2,0,spatial_shuffle,0,0,0,0.3065209420120245,0.40678462860733644,0.10026368659531193
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/42,0-2,0,mask_only,3,1,1,0.230860575327825,0.10691980333620384,-0.12394077199162117
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/42,0-2,0,mean_broadcast,3,0,1,0.230860575327825,0.40232584452283304,0.17146526919500804
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/42,0-2,0,spatial_shuffle,3,0,1,0.230860575327825,0.40330119403339787,0.17244061870557287
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/43,0-2,0,mask_only,0,7,1,0.4395885982173662,0.10326602300388248,-0.3363225752134837
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/43,0-2,0,mean_broadcast,0,0,0,0.4395885982173662,0.41664531362470364,-0.02294328459266254
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/43,0-2,0,spatial_shuffle,0,0,0,0.4395885982173662,0.41811130143409286,-0.021477296783273314
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/44,0-2,0,mask_only,0,7,1,0.446533537304221,0.12825260035299943,-0.3182809369512216
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/44,0-2,0,mean_broadcast,0,0,0,0.446533537304221,0.44391668510949644,-0.0026168521947245726
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/44,0-2,0,spatial_shuffle,0,0,0,0.446533537304221,0.44649873953100855,-3.479777321246935e-05
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/45,0-2,0,mask_only,0,7,1,0.44618250648503155,0.12560915176011322,-0.3205733547249183
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/45,0-2,0,mean_broadcast,0,0,0,0.44618250648503155,0.4431285392785549,-0.00305396720647666
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/45,0-2,0,spatial_shuffle,0,0,0,0.44618250648503155,0.44768665522599077,0.0015041487409592214
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/46,0-2,0,mask_only,0,7,1,0.44338610736206424,0.13372358245063407,-0.3096625249114302
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/46,0-2,0,mean_broadcast,0,0,0,0.44338610736206424,0.4473101522674228,0.003924044905358581
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/46,0-2,0,spatial_shuffle,0,0,0,0.44338610736206424,0.44325415565814313,-0.0001319517039211071
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/47,0-2,0,mask_only,0,7,1,0.44505711217036253,0.12574879145929144,-0.31930832071107107
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/47,0-2,0,mean_broadcast,0,0,0,0.44505711217036253,0.4438078146707884,-0.0012492974995741424
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/47,0-2,0,spatial_shuffle,0,0,0,0.44505711217036253,0.44676490974725236,0.0017077975768898246
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/48,0-2,0,mask_only,0,5,1,0.2994544300019682,0.0656140102743027,-0.2338404197276655
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/48,0-2,0,mean_broadcast,0,0,0,0.2994544300019682,0.33585889118069706,0.036404461178728864
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/48,0-2,0,spatial_shuffle,0,0,0,0.2994544300019682,0.33469313512913584,0.03523870512716765
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/49,0-2,0,mask_only,0,5,1,0.4100674413639817,0.13452780820398277,-0.27553963315999896
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/49,0-2,0,mean_broadcast,0,0,0,0.4100674413639817,0.43920313596479915,0.02913569460081744
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/49,0-2,0,spatial_shuffle,0,0,0,0.4100674413639817,0.4458491636477618,0.03578172228378007
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/5,0-2,0,mask_only,3,2,1,0.11741889642131202,0.0350262090587417,-0.08239268736257033
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/5,0-2,0,mean_broadcast,3,3,0,0.11741889642131202,0.20346309637304538,0.08604419995173336
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/5,0-2,0,spatial_shuffle,3,3,0,0.11741889642131202,0.24357026298740633,0.12615136656609433
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/50,0-2,0,mask_only,0,5,1,0.34064707498256547,0.13116433997979746,-0.209482735002768
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,0-2/50,0-2,0,mean_broadcast,0,0,0,0.34064707498256547,0.3718492747350795,0.031202199752514037
