direction,seed,role,sample_id,source_cube,label
suffix_1_to_2,42,development_train,1-1/68,1-1,1
suffix_1_to_2,42,development_train,1-1/69,1-1,1
suffix_1_to_2,42,development_train,1-1/71,1-1,1
suffix_1_to_2,42,development_train,1-1/72,1-1,1
suffix_1_to_2,42,development_train,1-1/73,1-1,1
suffix_1_to_2,42,development_train,1-1/74,1-1,1
suffix_1_to_2,42,development_train,1-1/75,1-1,1
suffix_1_to_2,42,development_train,1-1/76,1-1,1
suffix_1_to_2,42,development_train,1-1/77,1-1,1
suffix_1_to_2,42,development_train,1-1/78,1-1,1
suffix_1_to_2,42,development_train,2-1/1,2-1,2
suffix_1_to_2,42,development_train,2-1/2,2-1,2
suffix_1_to_2,42,development_train,2-1/3,2-1,2
suffix_1_to_2,42,development_train,2-1/4,2-1,2
suffix_1_to_2,42,development_train,2-1/5,2-1,2
suffix_1_to_2,42,development_train,2-1/6,2-1,2
suffix_1_to_2,42,development_train,2-1/7,2-1,2
suffix_1_to_2,42,development_train,2-1/8,2-1,2
suffix_1_to_2,42,development_train,2-1/9,2-1,2
suffix_1_to_2,42,development_train,2-1/10,2-1,2
suffix_1_to_2,42,development_train,2-1/13,2-1,2
suffix_1_to_2,42,development_train,2-1/14,2-1,2
suffix_1_to_2,42,development_train,2-1/15,2-1,2
suffix_1_to_2,42,development_train,2-1/16,2-1,2
suffix_1_to_2,42,development_train,2-1/17,2-1,2
suffix_1_to_2,42,development_train,2-1/18,2-1,2
suffix_1_to_2,42,development_train,2-1/19,2-1,2
suffix_1_to_2,42,development_train,2-1/20,2-1,2
suffix_1_to_2,42,development_train,2-1/21,2-1,2
suffix_1_to_2,42,development_train,2-1/22,2-1,2
suffix_1_to_2,42,development_train,2-1/23,2-1,2
suffix_1_to_2,42,development_train,2-1/24,2-1,2
suffix_1_to_2,42,development_train,2-1/25,2-1,2
suffix_1_to_2,42,development_train,2-1/26,2-1,2
suffix_1_to_2,42,development_train,2-1/27,2-1,2
suffix_1_to_2,42,development_train,2-1/28,2-1,2
suffix_1_to_2,42,development_train,2-1/29,2-1,2
suffix_1_to_2,42,development_train,2-1/30,2-1,2
suffix_1_to_2,42,development_train,2-1/31,2-1,2
suffix_1_to_2,42,development_train,2-1/32,2-1,2
suffix_1_to_2,42,development_train,2-1/33,2-1,2
suffix_1_to_2,42,development_train,2-1/35,2-1,2
suffix_1_to_2,42,development_train,2-1/36,2-1,2
suffix_1_to_2,42,development_train,2-1/37,2-1,2
suffix_1_to_2,42,development_train,2-1/38,2-1,2
suffix_1_to_2,42,development_train,2-1/39,2-1,2
suffix_1_to_2,42,development_train,2-1/40,2-1,2
suffix_1_to_2,42,development_train,2-1/41,2-1,2
suffix_1_to_2,42,development_train,2-1/45,2-1,2
suffix_1_to_2,42,development_train,2-1/46,2-1,2
suffix_1_to_2,42,development_train,2-1/49,2-1,2
suffix_1_to_2,42,development_train,2-1/51,2-1,2
suffix_1_to_2,42,development_train,2-1/52,2-1,2
suffix_1_to_2,42,development_train,2-1/53,2-1,2
suffix_1_to_2,42,development_train,2-1/55,2-1,2
suffix_1_to_2,42,development_train,2-1/58,2-1,2
suffix_1_to_2,42,development_train,2-1/59,2-1,2
suffix_1_to_2,42,development_train,2-1/61,2-1,2
suffix_1_to_2,42,development_train,2-1/62,2-1,2
suffix_1_to_2,42,development_train,2-1/63,2-1,2
suffix_1_to_2,42,development_train,2-1/64,2-1,2
suffix_1_to_2,42,development_train,2-1/65,2-1,2
suffix_1_to_2,42,development_train,2-1/66,2-1,2
suffix_1_to_2,42,development_train,2-1/67,2-1,2
suffix_1_to_2,42,development_train,2-1/68,2-1,2
suffix_1_to_2,42,development_train,2-1/69,2-1,2
suffix_1_to_2,42,development_train,2-1/70,2-1,2
suffix_1_to_2,42,development_train,2-1/71,2-1,2
suffix_1_to_2,42,development_train,2-1/73,2-1,2
suffix_1_to_2,42,development_train,2-1/74,2-1,2
suffix_1_to_2,42,development_train,2-1/75,2-1,2
suffix_1_to_2,42,development_train,2-1/77,2-1,2
suffix_1_to_2,42,development_train,2-1/79,2-1,2
suffix_1_to_2,42,development_train,2-1/80,2-1,2
suffix_1_to_2,42,development_train,3-1/1,3-1,3
suffix_1_to_2,42,development_train,3-1/3,3-1,3
suffix_1_to_2,42,development_train,3-1/4,3-1,3
suffix_1_to_2,42,development_train,3-1/5,3-1,3
suffix_1_to_2,42,development_train,3-1/6,3-1,3
suffix_1_to_2,42,development_train,3-1/7,3-1,3
suffix_1_to_2,42,development_train,3-1/9,3-1,3
suffix_1_to_2,42,development_train,3-1/10,3-1,3
suffix_1_to_2,42,development_train,3-1/12,3-1,3
suffix_1_to_2,42,development_train,3-1/13,3-1,3
suffix_1_to_2,42,development_train,3-1/14,3-1,3
suffix_1_to_2,42,development_train,3-1/15,3-1,3
suffix_1_to_2,42,development_train,3-1/16,3-1,3
suffix_1_to_2,42,development_train,3-1/18,3-1,3
suffix_1_to_2,42,development_train,3-1/19,3-1,3
suffix_1_to_2,42,development_train,3-1/20,3-1,3
suffix_1_to_2,42,development_train,3-1/21,3-1,3
suffix_1_to_2,42,development_train,3-1/22,3-1,3
suffix_1_to_2,42,development_train,3-1/23,3-1,3
suffix_1_to_2,42,development_train,3-1/24,3-1,3
suffix_1_to_2,42,development_train,3-1/26,3-1,3
suffix_1_to_2,42,development_train,3-1/27,3-1,3
suffix_1_to_2,42,development_train,3-1/29,3-1,3
suffix_1_to_2,42,development_train,3-1/30,3-1,3
suffix_1_to_2,42,development_train,3-1/31,3-1,3
suffix_1_to_2,42,development_train,3-1/32,3-1,3
suffix_1_to_2,42,development_train,3-1/34,3-1,3
suffix_1_to_2,42,development_train,3-1/35,3-1,3
suffix_1_to_2,42,development_train,3-1/36,3-1,3
suffix_1_to_2,42,development_train,3-1/38,3-1,3
suffix_1_to_2,42,development_train,3-1/39,3-1,3
suffix_1_to_2,42,development_train,3-1/40,3-1,3
suffix_1_to_2,42,development_train,3-1/41,3-1,3
suffix_1_to_2,42,development_train,3-1/42,3-1,3
suffix_1_to_2,42,development_train,3-1/43,3-1,3
suffix_1_to_2,42,development_train,3-1/44,3-1,3
suffix_1_to_2,42,development_train,3-1/47,3-1,3
suffix_1_to_2,42,development_train,3-1/48,3-1,3
suffix_1_to_2,42,development_train,3-1/49,3-1,3
suffix_1_to_2,42,development_train,3-1/50,3-1,3
suffix_1_to_2,42,development_train,3-1/51,3-1,3
suffix_1_to_2,42,development_train,3-1/53,3-1,3
suffix_1_to_2,42,development_train,3-1/54,3-1,3
suffix_1_to_2,42,development_train,3-1/55,3-1,3
suffix_1_to_2,42,development_train,3-1/56,3-1,3
suffix_1_to_2,42,development_train,3-1/57,3-1,3
suffix_1_to_2,42,development_train,3-1/58,3-1,3
suffix_1_to_2,42,development_train,3-1/61,3-1,3
suffix_1_to_2,42,development_train,3-1/62,3-1,3
suffix_1_to_2,42,development_train,3-1/63,3-1,3
suffix_1_to_2,42,development_train,3-1/64,3-1,3
suffix_1_to_2,42,development_train,3-1/66,3-1,3
suffix_1_to_2,42,development_train,3-1/67,3-1,3
suffix_1_to_2,42,development_train,3-1/68,3-1,3
suffix_1_to_2,42,development_train,3-1/69,3-1,3
suffix_1_to_2,42,development_train,3-1/70,3-1,3
suffix_1_to_2,42,development_train,3-1/71,3-1,3
suffix_1_to_2,42,development_train,3-1/72,3-1,3
suffix_1_to_2,42,development_train,3-1/73,3-1,3
suffix_1_to_2,42,development_train,3-1/74,3-1,3
suffix_1_to_2,42,development_train,3-1/75,3-1,3
suffix_1_to_2,42,development_train,3-1/77,3-1,3
suffix_1_to_2,42,development_train,3-1/79,3-1,3
suffix_1_to_2,42,development_train,3-1/80,3-1,3
suffix_1_to_2,42,development_train,4-1/1,4-1,4
suffix_1_to_2,42,development_train,4-1/2,4-1,4
suffix_1_to_2,42,development_train,4-1/3,4-1,4
suffix_1_to_2,42,development_train,4-1/4,4-1,4
suffix_1_to_2,42,development_train,4-1/5,4-1,4
suffix_1_to_2,42,development_train,4-1/6,4-1,4
suffix_1_to_2,42,development_train,4-1/7,4-1,4
suffix_1_to_2,42,development_train,4-1/8,4-1,4
suffix_1_to_2,42,development_train,4-1/10,4-1,4
suffix_1_to_2,42,development_train,4-1/12,4-1,4
suffix_1_to_2,42,development_train,4-1/13,4-1,4
suffix_1_to_2,42,development_train,4-1/14,4-1,4
suffix_1_to_2,42,development_train,4-1/16,4-1,4
suffix_1_to_2,42,development_train,4-1/17,4-1,4
suffix_1_to_2,42,development_train,4-1/18,4-1,4
suffix_1_to_2,42,development_train,4-1/19,4-1,4
suffix_1_to_2,42,development_train,4-1/20,4-1,4
suffix_1_to_2,42,development_train,4-1/21,4-1,4
suffix_1_to_2,42,development_train,4-1/22,4-1,4
suffix_1_to_2,42,development_train,4-1/24,4-1,4
suffix_1_to_2,42,development_train,4-1/25,4-1,4
suffix_1_to_2,42,development_train,4-1/26,4-1,4
suffix_1_to_2,42,development_train,4-1/27,4-1,4
suffix_1_to_2,42,development_train,4-1/30,4-1,4
suffix_1_to_2,42,development_train,4-1/31,4-1,4
suffix_1_to_2,42,development_train,4-1/32,4-1,4
suffix_1_to_2,42,development_train,4-1/33,4-1,4
suffix_1_to_2,42,development_train,4-1/34,4-1,4
suffix_1_to_2,42,development_train,4-1/35,4-1,4
suffix_1_to_2,42,development_train,4-1/36,4-1,4
suffix_1_to_2,42,development_train,4-1/37,4-1,4
suffix_1_to_2,42,development_train,4-1/39,4-1,4
suffix_1_to_2,42,development_train,4-1/40,4-1,4
suffix_1_to_2,42,development_train,4-1/41,4-1,4
suffix_1_to_2,42,development_train,4-1/43,4-1,4
suffix_1_to_2,42,development_train,4-1/45,4-1,4
suffix_1_to_2,42,development_train,4-1/46,4-1,4
suffix_1_to_2,42,development_train,4-1/47,4-1,4
suffix_1_to_2,42,development_train,4-1/49,4-1,4
suffix_1_to_2,42,development_train,4-1/50,4-1,4
suffix_1_to_2,42,development_train,4-1/51,4-1,4
suffix_1_to_2,42,development_train,4-1/52,4-1,4
suffix_1_to_2,42,development_train,4-1/53,4-1,4
suffix_1_to_2,42,development_train,4-1/54,4-1,4
suffix_1_to_2,42,development_train,4-1/55,4-1,4
suffix_1_to_2,42,development_train,4-1/56,4-1,4
suffix_1_to_2,42,development_train,4-1/57,4-1,4
suffix_1_to_2,42,development_train,4-1/58,4-1,4
suffix_1_to_2,42,development_train,4-1/59,4-1,4
suffix_1_to_2,42,development_train,4-1/60,4-1,4
suffix_1_to_2,42,development_train,4-1/61,4-1,4
suffix_1_to_2,42,development_train,4-1/63,4-1,4
suffix_1_to_2,42,development_train,4-1/66,4-1,4
suffix_1_to_2,42,development_train,4-1/67,4-1,4
suffix_1_to_2,42,development_train,4-1/68,4-1,4
suffix_1_to_2,42,development_train,4-1/69,4-1,4
suffix_1_to_2,42,development_train,4-1/70,4-1,4
suffix_1_to_2,42,development_train,4-1/72,4-1,4
suffix_1_to_2,42,development_train,4-1/73,4-1,4
suffix_1_to_2,42,development_train,4-1/74,4-1,4
suffix_1_to_2,42,development_train,4-1/77,4-1,4
suffix_1_to_2,42,development_train,4-1/79,4-1,4
suffix_1_to_2,42,development_train,4-1/80,4-1,4
suffix_1_to_2,42,development_train,4-1/81,4-1,4
suffix_1_to_2,42,development_train,4-1/82,4-1,4
suffix_1_to_2,42,development_train,4-1/83,4-1,4
suffix_1_to_2,42,development_train,4-1/84,4-1,4
suffix_1_to_2,42,development_train,4-1/85,4-1,4
suffix_1_to_2,42,development_train,4-1/86,4-1,4
suffix_1_to_2,42,development_train,4-1/88,4-1,4
suffix_1_to_2,42,development_train,4-1/89,4-1,4
suffix_1_to_2,42,development_train,4-1/90,4-1,4
suffix_1_to_2,42,development_train,5-1/1,5-1,5
suffix_1_to_2,42,development_train,5-1/2,5-1,5
suffix_1_to_2,42,development_train,5-1/3,5-1,5
suffix_1_to_2,42,development_train,5-1/4,5-1,5
suffix_1_to_2,42,development_train,5-1/5,5-1,5
suffix_1_to_2,42,development_train,5-1/7,5-1,5
suffix_1_to_2,42,development_train,5-1/8,5-1,5
suffix_1_to_2,42,development_train,5-1/10,5-1,5
suffix_1_to_2,42,development_train,5-1/11,5-1,5
suffix_1_to_2,42,development_train,5-1/12,5-1,5
suffix_1_to_2,42,development_train,5-1/13,5-1,5
suffix_1_to_2,42,development_train,5-1/15,5-1,5
suffix_1_to_2,42,development_train,5-1/16,5-1,5
suffix_1_to_2,42,development_train,5-1/17,5-1,5
suffix_1_to_2,42,development_train,5-1/18,5-1,5
suffix_1_to_2,42,development_train,5-1/19,5-1,5
suffix_1_to_2,42,development_train,5-1/20,5-1,5
suffix_1_to_2,42,development_train,5-1/21,5-1,5
suffix_1_to_2,42,development_train,5-1/22,5-1,5
suffix_1_to_2,42,development_train,5-1/25,5-1,5
suffix_1_to_2,42,development_train,5-1/26,5-1,5
suffix_1_to_2,42,development_train,5-1/27,5-1,5
suffix_1_to_2,42,development_train,5-1/28,5-1,5
suffix_1_to_2,42,development_train,5-1/29,5-1,5
suffix_1_to_2,42,development_train,5-1/30,5-1,5
suffix_1_to_2,42,development_train,5-1/31,5-1,5
suffix_1_to_2,42,development_train,5-1/32,5-1,5
suffix_1_to_2,42,development_train,5-1/33,5-1,5
suffix_1_to_2,42,development_train,5-1/34,5-1,5
suffix_1_to_2,42,development_train,5-1/35,5-1,5
suffix_1_to_2,42,development_train,5-1/36,5-1,5
suffix_1_to_2,42,development_train,5-1/37,5-1,5
suffix_1_to_2,42,development_train,5-1/39,5-1,5
suffix_1_to_2,42,development_train,5-1/40,5-1,5
suffix_1_to_2,42,development_train,5-1/41,5-1,5
suffix_1_to_2,42,development_train,5-1/42,5-1,5
suffix_1_to_2,42,development_train,5-1/43,5-1,5
suffix_1_to_2,42,development_train,5-1/47,5-1,5
suffix_1_to_2,42,development_train,5-1/48,5-1,5
suffix_1_to_2,42,development_train,5-1/50,5-1,5
suffix_1_to_2,42,development_train,5-1/51,5-1,5
suffix_1_to_2,42,development_train,5-1/52,5-1,5
suffix_1_to_2,42,development_train,5-1/53,5-1,5
suffix_1_to_2,42,development_train,5-1/54,5-1,5
suffix_1_to_2,42,development_train,5-1/56,5-1,5
suffix_1_to_2,42,development_train,5-1/58,5-1,5
suffix_1_to_2,42,development_train,5-1/59,5-1,5
suffix_1_to_2,42,development_train,5-1/60,5-1,5
suffix_1_to_2,42,development_train,5-1/61,5-1,5
suffix_1_to_2,42,development_train,5-1/62,5-1,5
suffix_1_to_2,42,development_train,5-1/63,5-1,5
suffix_1_to_2,42,development_train,5-1/64,5-1,5
suffix_1_to_2,42,development_train,5-1/66,5-1,5
suffix_1_to_2,42,development_train,5-1/67,5-1,5
suffix_1_to_2,42,development_train,5-1/69,5-1,5
suffix_1_to_2,42,development_train,5-1/70,5-1,5
suffix_1_to_2,42,development_train,5-1/71,5-1,5
suffix_1_to_2,42,development_train,5-1/72,5-1,5
suffix_1_to_2,42,development_train,5-1/73,5-1,5
suffix_1_to_2,42,development_train,5-1/74,5-1,5
suffix_1_to_2,42,development_train,5-1/75,5-1,5
suffix_1_to_2,42,development_train,5-1/76,5-1,5
suffix_1_to_2,42,development_train,5-1/79,5-1,5
suffix_1_to_2,42,development_train,5-1/80,5-1,5
suffix_1_to_2,42,development_train,6-1/1,6-1,6
suffix_1_to_2,42,development_train,6-1/2,6-1,6
suffix_1_to_2,42,development_train,6-1/4,6-1,6
suffix_1_to_2,42,development_train,6-1/5,6-1,6
suffix_1_to_2,42,development_train,6-1/6,6-1,6
suffix_1_to_2,42,development_train,6-1/7,6-1,6
suffix_1_to_2,42,development_train,6-1/10,6-1,6
suffix_1_to_2,42,development_train,6-1/11,6-1,6
suffix_1_to_2,42,development_train,6-1/12,6-1,6
suffix_1_to_2,42,development_train,6-1/13,6-1,6
suffix_1_to_2,42,development_train,6-1/14,6-1,6
suffix_1_to_2,42,development_train,6-1/15,6-1,6
suffix_1_to_2,42,development_train,6-1/16,6-1,6
suffix_1_to_2,42,development_train,6-1/17,6-1,6
suffix_1_to_2,42,development_train,6-1/18,6-1,6
suffix_1_to_2,42,development_train,6-1/19,6-1,6
suffix_1_to_2,42,development_train,6-1/21,6-1,6
suffix_1_to_2,42,development_train,6-1/22,6-1,6
suffix_1_to_2,42,development_train,6-1/23,6-1,6
suffix_1_to_2,42,development_train,6-1/24,6-1,6
suffix_1_to_2,42,development_train,6-1/25,6-1,6
suffix_1_to_2,42,development_train,6-1/26,6-1,6
suffix_1_to_2,42,development_train,6-1/28,6-1,6
suffix_1_to_2,42,development_train,6-1/29,6-1,6
suffix_1_to_2,42,development_train,6-1/31,6-1,6
suffix_1_to_2,42,development_train,6-1/34,6-1,6
suffix_1_to_2,42,development_train,6-1/35,6-1,6
suffix_1_to_2,42,development_train,6-1/36,6-1,6
suffix_1_to_2,42,development_train,6-1/38,6-1,6
suffix_1_to_2,42,development_train,6-1/39,6-1,6
suffix_1_to_2,42,development_train,6-1/40,6-1,6
suffix_1_to_2,42,development_train,6-1/41,6-1,6
suffix_1_to_2,42,development_train,6-1/42,6-1,6
suffix_1_to_2,42,development_train,6-1/43,6-1,6
suffix_1_to_2,42,development_train,6-1/44,6-1,6
suffix_1_to_2,42,development_train,6-1/45,6-1,6
suffix_1_to_2,42,development_train,6-1/46,6-1,6
suffix_1_to_2,42,development_train,6-1/47,6-1,6
suffix_1_to_2,42,development_train,6-1/48,6-1,6
suffix_1_to_2,42,development_train,6-1/49,6-1,6
suffix_1_to_2,42,development_train,6-1/50,6-1,6
suffix_1_to_2,42,development_train,6-1/51,6-1,6
suffix_1_to_2,42,development_train,6-1/52,6-1,6
suffix_1_to_2,42,development_train,6-1/53,6-1,6
suffix_1_to_2,42,development_train,6-1/54,6-1,6
suffix_1_to_2,42,development_train,6-1/55,6-1,6
suffix_1_to_2,42,development_train,6-1/56,6-1,6
suffix_1_to_2,42,development_train,6-1/57,6-1,6
suffix_1_to_2,42,development_train,6-1/60,6-1,6
suffix_1_to_2,42,development_train,6-1/61,6-1,6
suffix_1_to_2,42,development_train,6-1/62,6-1,6
suffix_1_to_2,42,development_train,6-1/63,6-1,6
suffix_1_to_2,42,development_train,6-1/64,6-1,6
suffix_1_to_2,42,development_train,6-1/65,6-1,6
suffix_1_to_2,42,development_train,6-1/66,6-1,6
suffix_1_to_2,42,development_train,6-1/68,6-1,6
suffix_1_to_2,42,development_train,6-1/69,6-1,6
suffix_1_to_2,42,development_train,6-1/70,6-1,6
suffix_1_to_2,42,development_train,6-1/71,6-1,6
suffix_1_to_2,42,development_train,6-1/73,6-1,6
suffix_1_to_2,42,development_train,6-1/76,6-1,6
suffix_1_to_2,42,development_train,6-1/77,6-1,6
suffix_1_to_2,42,development_train,6-1/78,6-1,6
suffix_1_to_2,42,development_train,6-1/79,6-1,6
suffix_1_to_2,42,development_train,7-1/1,7-1,7
suffix_1_to_2,42,development_train,7-1/2,7-1,7
suffix_1_to_2,42,development_train,7-1/3,7-1,7
suffix_1_to_2,42,development_train,7-1/4,7-1,7
suffix_1_to_2,42,development_train,7-1/6,7-1,7
suffix_1_to_2,42,development_train,7-1/7,7-1,7
suffix_1_to_2,42,development_train,7-1/8,7-1,7
suffix_1_to_2,42,development_train,7-1/9,7-1,7
suffix_1_to_2,42,development_train,7-1/10,7-1,7
suffix_1_to_2,42,development_train,7-1/11,7-1,7
suffix_1_to_2,42,development_train,7-1/12,7-1,7
suffix_1_to_2,42,development_train,7-1/13,7-1,7
suffix_1_to_2,42,development_train,7-1/14,7-1,7
suffix_1_to_2,42,development_train,7-1/15,7-1,7
suffix_1_to_2,42,development_train,7-1/16,7-1,7
suffix_1_to_2,42,development_train,7-1/17,7-1,7
suffix_1_to_2,42,development_train,7-1/18,7-1,7
suffix_1_to_2,42,development_train,7-1/20,7-1,7
suffix_1_to_2,42,development_train,7-1/22,7-1,7
suffix_1_to_2,42,development_train,7-1/23,7-1,7
suffix_1_to_2,42,development_train,7-1/24,7-1,7
suffix_1_to_2,42,development_train,7-1/25,7-1,7
suffix_1_to_2,42,development_train,7-1/27,7-1,7
suffix_1_to_2,42,development_train,7-1/28,7-1,7
suffix_1_to_2,42,development_train,7-1/29,7-1,7
suffix_1_to_2,42,development_train,7-1/32,7-1,7
suffix_1_to_2,42,development_train,7-1/33,7-1,7
suffix_1_to_2,42,development_train,7-1/34,7-1,7
suffix_1_to_2,42,development_train,7-1/36,7-1,7
suffix_1_to_2,42,development_train,7-1/37,7-1,7
suffix_1_to_2,42,development_train,7-1/38,7-1,7
suffix_1_to_2,42,development_train,7-1/39,7-1,7
suffix_1_to_2,42,development_train,7-1/41,7-1,7
suffix_1_to_2,42,development_train,7-1/42,7-1,7
suffix_1_to_2,42,development_train,7-1/43,7-1,7
suffix_1_to_2,42,development_train,7-1/44,7-1,7
suffix_1_to_2,42,development_train,7-1/45,7-1,7
suffix_1_to_2,42,development_train,7-1/46,7-1,7
suffix_1_to_2,42,development_train,7-1/47,7-1,7
suffix_1_to_2,42,development_train,7-1/49,7-1,7
suffix_1_to_2,42,development_train,7-1/52,7-1,7
suffix_1_to_2,42,development_train,7-1/53,7-1,7
